TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
DOHL3;7,00;;-56,76;0,76;0,53;19,20;-1,75;-1,53;-49,58;-51,11;-4,98;0,08;0,87;1,19;-1,20;5,15;-1,33;-0,94;-1,75;0,70;0,30;0,61;6,68;;677,50;9,24;-0,12;0,40;492.668.205,90
DOHL4;5,26;;-42,65;0,57;0,40;19,20;-1,75;-1,53;-37,26;-51,11;-4,98;0,08;0,65;0,89;-0,90;5,15;-1,33;-0,94;-1,75;0,70;0,30;0,61;6,68;;15.668,95;9,24;-0,12;0,30;492.668.205,90
DOTZ3;7,86;;-1,25;-0,47;0,35;86,00;-61,23;-59,93;-1,22;-1,23;-0,01;;0,75;-0,56;-0,68;0,44;-37,49;-27,83;73,51;-0,74;1,74;0,46;3,79;;105.400,50;-16,78;-6,29;0,20;103.568.510,10
DTCY3;4,51;;73,72;-30,33;7,14;2,55;-3,77;8,68;-169,60;-260,11;-2,07;;6,40;-37,66;-9,56;0,57;-41,15;9,69;45,96;-0,24;1,24;1,12;-9,85;-26,48;1.033,70;-0,15;0,06;-0,63;76.379.949,76
DTCY4;62,60;;1.023,21;-421,03;99,15;2,55;-3,77;8,68;-2.354,08;-260,11;-2,07;;88,82;-522,74;-132,70;0,57;-41,15;9,69;45,96;-0,24;1,24;1,12;-9,85;-26,48;;-0,15;0,06;-8,71;76.379.949,76
DXCO3;7,68;;7,76;0,98;0,38;33,51;18,39;10,95;4,62;7,90;3,27;0,70;0,85;5,23;-0,53;1,34;12,66;4,91;10,71;0,39;0,61;0,45;16,29;34,44;23.613.984,32;7,81;0,99;-0,28;6.318.360.094,20
EALT3;9,50;2,26;6,33;0,92;0,39;22,37;10,77;7,08;4,16;6,29;2,19;0,49;0,45;20,14;-0,62;1,05;14,61;6,15;13,65;0,42;0,58;0,87;23,92;1,96;5.474,50;10,28;1,50;-0,29;210.817.500,00
EALT4;9,27;2,55;6,17;0,90;0,38;22,37;10,77;7,08;4,06;6,29;2,19;0,49;0,44;19,66;-0,61;1,05;14,61;6,15;13,65;0,42;0,58;0,87;23,92;1,96;131.323,45;10,28;1,50;-0,28;210.817.500,00
ECOR3;9,26;0,91;11,51;2,34;0,27;37,28;32,78;6,92;2,43;7,30;4,86;4,68;0,80;-6,67;-0,33;0,81;20,34;2,36;10,51;0,12;0,87;0,34;14,60;7,38;31.779.007,45;3,96;0,80;0,04;6.468.944.940,96
ECPR3;90,25;;-9,87;1,21;0,62;;;;-17,12;-17,09;0,08;-0,01;;174,62;-0,62;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31
ECPR4;90,74;;-9,92;1,22;0,62;;;;-17,21;-17,09;0,08;-0,01;;175,57;-0,63;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31
EEEL3;294,77;;3,62;1,87;0,53;51,75;70,35;52,14;2,69;3,96;1,26;0,88;1,89;5,17;-0,69;1,74;51,67;14,56;23,54;0,28;0,72;0,28;6,73;14,58;;157,45;81,35;0,01;2.840.511.499,76
EEEL4;410,00;;5,04;2,60;0,73;51,75;70,35;52,14;3,74;3,96;1,26;0,88;2,63;7,19;-0,96;1,74;51,67;14,56;23,54;0,28;0,72;0,28;6,73;14,58;;157,45;81,35;0,01;2.840.511.499,76
EGIE3;44,45;6,53;10,76;4,30;0,92;53,44;56,36;30,27;5,78;8,13;2,35;1,75;3,26;70,16;-1,10;1,09;39,97;8,56;19,59;0,21;0,76;0,28;11,18;10,97;64.719.818,64;10,34;4,13;0,13;36.235.350.933,40
EKTR3;33,50;3,43;7,45;2,38;0,59;26,01;20,57;10,08;3,65;6,57;2,61;1,70;0,75;14,42;-0,85;1,15;31,95;7,88;16,70;0,25;0,75;0,78;7,62;18,39;5.025,50;14,07;4,50;-0,36;7.049.228.423,14
EKTR4;38,98;3,24;8,67;2,77;0,68;26,01;20,57;10,08;4,25;6,57;2,61;1,70;0,87;16,78;-0,99;1,15;31,95;7,88;16,70;0,25;0,75;0,78;7,62;18,39;19.895,20;14,07;4,50;-0,42;7.049.228.423,14
ELEK3;19,11;;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,35;905.051.916,30
ELEK4;36,99;;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,68;905.051.916,30
ELET3;41,54;0,53;29,93;0,85;0,35;49,99;39,25;9,09;6,93;9,84;2,83;0,35;2,72;3,53;-0,44;1,88;2,83;1,16;7,24;0,41;0,59;0,13;2,97;;205.752.887,59;49,03;1,39;-0,94;96.987.570.379,16
ELET5;85,00;2,41;61,25;1,73;0,71;49,99;39,25;9,09;14,18;9,84;2,83;0,35;5,56;7,23;-0,90;1,88;2,83;1,16;7,24;0,41;0,59;0,13;2,97;;8.500,00;49,03;1,39;-1,93;96.987.570.379,16
ELET6;46,04;3,24;33,18;0,94;0,38;49,99;39,25;9,09;7,68;9,84;2,83;0,35;3,01;3,92;-0,49;1,88;2,83;1,16;7,24;0,41;0,59;0,13;2,97;;41.404.011,18;49,03;1,39;-1,04;96.987.570.379,16
ELMD3;15,08;;36,25;2,64;0,90;45,40;20,78;6,65;11,60;14,77;3,17;0,72;2,41;74,64;-1,23;1,05;7,28;2,48;8,73;0,34;0,58;0,37;37,68;;874.103,45;5,72;0,42;-0,04;2.110.954.995,24
ELPL3;8,31;;1,04;0,68;0,06;24,93;19,27;8,07;0,43;2,03;1,60;2,51;0,08;-0,95;-0,08;0,81;65,85;5,41;33,14;0,08;0,92;0,67;7,49;;;12,16;8,00;0,07;1.640.949.623,22
EMAE3;25,35;7,12;10,14;0,81;0,46;17,63;2,25;15,31;69,00;87,63;-33,67;-0,39;1,55;1,19;-0,83;7,07;7,97;4,51;1,06;0,57;0,43;0,29;20,52;-4,97;;31,37;2,50;-0,90;1.646.564.090,28
EMAE4;57,32;3,47;22,93;1,83;1,03;17,63;2,25;15,31;156,01;87,63;-33,67;-0,39;3,51;2,69;-1,87;7,07;7,97;4,51;1,06;0,57;0,43;0,29;20,52;-4,97;239.296,68;31,37;2,50;-2,02;1.646.564.090,28
EMBR3;21,29;;-385,99;1,24;0,30;18,00;4,64;-0,15;12,67;17,83;5,16;0,50;0,59;1,36;-0,70;1,65;-0,32;-0,08;3,22;0,24;0,73;0,51;4,54;;185.486.200,27;17,23;-0,06;4,01;15.764.500.786,76
ENAT3;19,42;0,77;74,65;1,33;0,63;36,94;15,75;4,27;20,25;22,84;2,49;0,16;3,19;4,98;-0,89;1,77;1,78;0,85;3,15;0,47;0,53;0,20;34,10;-28,00;45.746.446,68;14,58;0,26;-0,81;5.188.550.785,60
ENBR3;24,08;1,12;11,69;1,29;0,38;30,72;20,25;6,59;3,81;6,40;2,60;0,88;0,77;-9,12;-0,57;0,89;11,05;3,27;12,29;0,30;0,67;0,50;6,98;14,37;27.666.157,79;18,65;2,06;-0,25;13.994.459.653,44
ENEV3;13,47;;64,33;1,65;0,44;35,96;23,06;3,43;9,56;16,77;7,20;1,24;2,21;12,13;-0,57;1,18;2,56;0,68;5,45;0,26;0,69;0,20;17,63;28,28;83.335.093,55;8,17;0,21;-0,94;21.360.035.655,44
ENGI11;52,55;2,85;12,69;1,78;0,33;27,18;21,15;6,23;3,74;8,17;4,44;2,11;0,79;-57,14;-0,43;0,98;14,02;2,59;11,08;0,18;0,77;0,42;14,21;24,77;128.844.775,14;29,54;4,14;-0,51;21.385.939.631,52
ENGI3;18,00;1,67;21,73;3,05;0,56;27,18;21,15;6,23;6,40;8,17;4,44;2,11;1,35;-97,86;-0,73;0,98;14,02;2,59;11,08;0,18;0,77;0,42;14,21;24,77;80.713,73;5,91;0,83;-0,87;21.385.939.631,52
ENGI4;8,63;3,48;10,42;1,46;0,27;27,18;21,15;6,23;3,07;8,17;4,44;2,11;0,65;-46,92;-0,35;0,98;14,02;2,59;11,08;0,18;0,77;0,42;14,21;24,77;102.612,59;5,91;0,83;-0,42;21.385.939.631,52
ENJU3;1,62;;-7,45;0,93;0,76;46,15;-41,92;-26,70;-4,74;-0,80;3,95;-0,77;1,99;1,27;-2,91;5,06;-12,45;-10,15;-19,55;0,82;0,18;0,38;32,86;;1.353.642,05;1,75;-0,22;0,14;328.261.552,56
ENMA3B;50,49;5,53;8,96;2,27;0,92;30,83;21,40;16,86;7,06;;1,53;0,49;1,51;24,40;-1,29;1,15;25,31;10,26;16,44;0,41;0,59;0,61;7,52;13,58;;22,28;5,64;0,16;
ENMA6B;83,99;3,32;14,90;3,77;1,53;30,83;21,40;16,86;11,74;;1,53;0,49;2,51;40,59;-2,15;1,15;25,31;10,26;16,44;0,41;0,59;0,61;7,52;13,58;;22,28;5,64;0,27;
ENMT3;70,32;2,38;13,35;4,34;1,22;32,78;26,98;16,02;7,93;10,10;2,34;1,28;2,14;47,28;-1,69;1,10;32,50;9,13;19,51;0,28;0,72;0,57;13,11;199,68;92.064,07;16,21;5,27;-66,50;15.063.280.927,68
ENMT4;68,00;2,46;12,91;4,19;1,18;32,78;26,98;16,02;7,67;10,10;2,34;1,28;2,07;45,72;-1,63;1,10;32,50;9,13;19,51;0,28;0,72;0,57;13,11;199,68;23.800,00;16,21;5,27;-64,30;15.063.280.927,68
EPAR3;10,51;;4,93;1,26;1,10;13,55;12,07;6,58;2,69;2,40;-0,31;-0,15;0,32;2,42;-2,12;18,54;25,58;22,33;34,50;0,87;0,13;3,39;38,18;;532.771,95;8,33;2,13;-0,10;157.522.020,80
EQPA3;7,77;1,90;8,13;3,85;1,20;35,11;27,61;21,18;6,24;7,54;1,30;0,80;1,72;11,02;-1,81;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;97.733,68;2,02;0,96;0,15;17.169.938.228,75
EQPA5;8,99;1,64;9,41;4,46;1,38;35,11;27,61;21,18;7,22;7,54;1,30;0,80;1,99;12,75;-2,10;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;6.326,00;2,02;0,96;0,18;17.169.938.228,75
EQPA6;10,05;1,47;10,52;4,99;1,55;35,11;27,61;21,18;8,07;7,54;1,30;0,80;2,23;14,25;-2,35;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;1.005,00;2,02;0,96;0,20;17.169.938.228,75
EQPA7;8,99;1,64;9,41;4,46;1,38;35,11;27,61;21,18;7,22;7,54;1,30;0,80;1,99;12,75;-2,10;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;98.890,00;2,02;0,96;0,18;17.169.938.228,75
EQTL3;34,88;1,00;21,46;2,04;0,40;30,07;19,86;4,94;5,34;10,14;4,80;1,83;1,06;10,53;-0,53;1,19;9,51;1,88;10,16;0,20;0,77;0,38;24,50;13,29;244.824.590,86;17,09;1,63;-1,06;39.926.803.043,40
ESPA3;1,11;;-19,89;0,46;0,18;36,92;13,07;-2,03;3,09;8,43;5,31;0,79;0,40;3,01;-0,30;1,16;-2,30;-0,88;5,68;0,38;0,61;0,44;36,16;;2.234.280,77;2,43;-0,06;-0,20;404.793.833,92
ESTR3;12,00;;-1,42;-0,18;0,33;44,02;0,36;-42,60;167,53;240,25;145,50;;0,61;-0,17;-0,75;0,22;-12,38;-23,29;-0,12;-1,88;2,88;0,55;4,32;;1.200,00;-68,03;-8,42;-0,02;54.860.020,00
ESTR4;4,18;;-0,50;-0,06;0,12;44,02;0,36;-42,60;58,36;240,25;145,50;;0,21;-0,06;-0,26;0,22;-12,38;-23,29;-0,12;-1,88;2,88;0,55;4,32;;11.425,80;-68,03;-8,42;-0,01;54.860.020,00
ETER3;8,08;0,97;8,58;0,70;0,40;26,50;6,94;5,02;6,20;7,54;1,32;0,15;0,43;1,60;-0,78;2,07;8,19;4,66;8,40;0,57;0,43;0,93;12,27;;2.279.024,23;11,50;0,94;-0,13;500.390.257,50
EUCA3;16,84;3,51;5,67;0,71;0,39;32,81;12,52;10,36;4,69;6,08;1,55;0,23;0,59;2,49;-0,63;1,71;12,46;6,91;10,66;0,55;0,45;0,67;15,81;45,65;32.421,09;23,81;2,97;-0,23;1.502.642.023,96
EUCA4;15,93;4,08;5,37;0,67;0,37;32,81;12,52;10,36;4,44;6,08;1,55;0,23;0,56;2,36;-0,60;1,71;12,46;6,91;10,66;0,55;0,45;0,67;15,81;45,65;932.688,55;23,81;2,97;-0,22;1.502.642.023,96
EVEN3;7,72;3,26;9,71;0,80;0,22;20,53;6,80;6,28;8,98;10,07;1,06;0,09;0,61;0,40;-0,96;3,51;8,20;2,25;2,68;0,27;0,60;0,36;10,85;;6.894.855,77;9,69;0,79;1,09;1.550.000.000,00
EZTC3;16,85;1,22;19,79;0,81;0,64;29,18;13,62;17,82;25,89;26,11;0,13;0,00;3,53;1,77;-1,15;5,19;4,09;3,22;2,08;0,79;0,20;0,18;2,72;-12,11;34.360.169,55;20,81;0,85;-0,41;3.736.925.731,73
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FESA3;63,98;3,89;11,78;1,74;1,37;28,80;16,65;18,39;13,01;8,78;-1,58;-0,21;2,17;4,64;-2,31;3,60;14,76;11,59;10,08;0,79;0,21;0,63;23,14;12,19;7.608,00;36,78;5,43;-0,20;4.498.432.000,00
FESA4;44,30;6,19;8,16;1,20;0,95;28,80;16,65;18,39;9,01;8,78;-1,58;-0,21;1,50;3,21;-1,60;3,60;14,76;11,59;10,08;0,79;0,21;0,63;23,14;12,19;7.785.195,41;36,78;5,43;-0,14;4.498.432.000,00
FHER3;7,54;;-1,01;10,42;0,14;-0,20;-7,55;-7,38;-0,98;-0,88;0,11;-1,12;0,07;1,00;-0,55;1,24;-1.033,75;-14,18;-1.194,93;0,01;0,99;1,92;3,45;;79.482,68;0,72;-7,48;0,00;406.083.921,36
FIBR3;66,30;;12,03;2,59;0,90;45,77;36,80;16,71;5,46;7,63;2,17;1,03;2,01;9,59;-1,28;1,46;21,57;7,48;17,10;0,35;0,65;0,45;21,43;;;25,55;5,51;0,07;36.712.556.310,30
FIEI3;12,00;;13,34;0,35;0,30;-8,72;-376,05;78,84;-2,80;-2,45;0,34;-0,04;10,52;-9,24;-0,32;0,73;2,63;2,21;-12,57;0,84;0,16;0,03;-18,70;;12.000,00;34,21;0,90;-0,11;29.065.836,00
FIGE3;11,99;0,33;3,15;0,18;0,17;100,00;93,63;45,81;1,54;0,52;;;1,44;14.171,80;-0,17;;5,71;5,54;;0,97;0,03;0,12;1,92;-5,73;;66,67;3,81;-0,09;9.497.566,76
FIGE4;0,00;;0,00;0,00;0,00;100,00;93,63;45,81;0,00;0,52;;;0,00;0,00;0,00;;5,71;5,54;;0,97;0,03;0,12;1,92;-5,73;;66,67;3,81;0,00;9.497.566,76
FIQE3;3,91;3,96;11,03;1,31;0,72;44,70;24,84;15,27;6,77;6,38;-0,41;-0,08;1,68;7,03;-1,02;1,53;11,90;6,51;11,68;0,55;0,45;0,43;;;1.047.586,55;2,98;0,35;1,74;1.419.234.467,28
FLEX3;0,00;;0,00;0,00;0,00;22,25;-72,50;-102,95;0,00;-0,44;-0,44;;0,00;0,00;0,00;0,15;-94,35;-223,42;100,17;-2,37;3,37;2,17;-5,08;;;-112,78;-106,40;0,00;0,00
FLRY3;17,61;2,47;25,80;1,86;0,84;27,02;14,26;6,35;11,49;15,19;3,70;0,60;1,64;10,47;-1,11;1,48;7,21;3,24;7,99;0,45;0,55;0,51;13,37;3,10;46.923.778,00;9,46;0,68;3,50;9.641.505.878,12
FNCN3;14,25;3,75;19,82;0,92;0,73;90,74;31,87;15,60;9,70;9,70;;;3,09;1,16;-2,42;9,25;4,66;3,66;;0,79;0,21;0,23;-12,29;11,87;;15,44;0,72;-0,24;13.021.336,50
FRAS3;16,61;1,46;13,81;2,33;1,14;34,03;15,05;9,57;8,78;8,48;-0,27;-0,07;1,32;3,21;-2,84;2,44;16,86;8,23;14,50;0,49;0,51;0,86;29,71;38,35;6.850.726,64;7,14;1,20;0,20;4.468.770.476,65
FRIO3;240,00;;-9,25;-2,24;0,57;16,90;6,84;-5,72;7,73;18,57;10,84;;0,53;-1,60;-2,00;0,67;-24,21;-6,15;9,74;-0,25;1,21;1,08;15,09;;212.277,48;-107,11;-25,93;0,22;985.620.960,00
FRTA3;1,84;;-0,66;-0,05;0,13;16,44;-20,02;-75,70;-2,51;-45,67;-43,16;;0,50;-0,04;-0,14;0,03;-7,67;-18,86;20,62;-2,46;3,46;0,25;-33,74;;20.835,55;-36,14;-2,77;0,00;3.778.635,04
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
G2DI33;2,13;;3,57;0,29;0,26;100,00;82,45;77,51;3,36;4,32;0,96;0,08;2,77;-10,05;-0,27;0,46;8,22;7,38;7,89;0,90;0,10;0,10;;;84.379,86;7,25;0,60;-0,03;245.070.106,44
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;;;7,86;-0,69;0,06;1.108.871.982,40
GEPA3;27,24;2,98;7,54;1,21;0,72;42,67;37,35;24,44;4,94;5,69;0,89;0,22;1,84;-6,45;-0,83;0,54;16,06;9,61;13,62;0,60;0,40;0,39;-1,18;6,94;16.021,86;22,48;3,61;0,06;2.505.000.220,38
GEPA4;26,17;3,11;7,25;1,16;0,70;42,67;37,35;24,44;4,74;5,69;0,89;0,22;1,77;-6,20;-0,80;0,54;16,06;9,61;13,62;0,60;0,40;0,39;-1,18;6,94;54.318,77;22,48;3,61;0,06;2.505.000.220,38
GETT11;4,81;;15,12;2,48;0,16;41,43;18,41;17,71;14,55;;0,99;0,17;2,68;6,28;-3,92;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;;1,94;0,32;0,13;
GETT3;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;;1,94;0,32;0,07;
GETT4;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;;1,94;0,32;0,07;
GFSA3;10,73;;-3,12;0,40;0,13;3,46;-23,01;-18,28;-2,48;-8,68;-6,19;1,00;0,57;0,37;-0,42;2,03;-12,88;-4,13;-8,10;0,32;0,68;0,23;7,64;;33.894.927,23;26,68;-3,44;-0,01;682.020.523,80
GGBR3;21,01;7,66;4,54;0,73;0,48;17,50;16,69;11,27;3,06;3,72;0,45;0,11;0,51;1,81;-0,81;2,93;16,07;10,64;15,45;0,66;0,34;0,94;17,42;;1.265.496,14;28,80;4,63;-0,11;39.391.420.744,38
GGBR4;23,10;6,97;4,99;0,80;0,53;17,50;16,69;11,27;3,37;3,72;0,45;0,11;0,56;1,99;-0,89;2,93;16,07;10,64;15,45;0,66;0,34;0,94;17,42;;180.955.260,36;28,80;4,63;-0,12;39.391.420.744,38
GGPS3;18,77;1,38;21,23;4,28;1,30;17,38;10,75;5,80;11,45;11,95;0,46;0,17;1,23;3,88;-3,02;2,45;20,15;6,15;13,59;0,30;0,69;1,06;;;30.713.382,64;4,39;0,88;0,71;12.656.966.127,61
GMAT3;7,01;;13,55;1,87;1,03;21,56;6,17;4,52;9,92;11,60;1,62;0,31;0,61;2,54;-2,69;2,90;13,80;7,59;12,73;0,55;0,44;1,68;30,71;48,33;35.628.572,64;3,75;0,52;0,66;15.575.889.856,95
GNDI3;66,95;;-3.584,81;5,84;2,38;18,55;3,28;-0,10;104,45;109,34;4,90;0,27;3,42;79,65;-3,01;1,17;-0,16;-0,07;2,22;0,41;0,59;0,69;29,03;;;11,47;-0,02;35,34;41.526.443.086,05
GOAU3;10,94;14,53;4,12;0,63;0,15;17,50;16,60;3,80;0,94;1,30;0,38;0,25;0,16;0,53;-0,25;3,02;15,29;3,54;15,06;0,23;0,33;0,93;17,42;;712.852,23;17,38;2,66;-0,10;11.084.171.222,80
GOAU4;10,62;14,97;4,00;0,61;0,14;17,50;16,60;3,80;0,92;1,30;0,38;0,25;0,15;0,51;-0,24;3,02;15,29;3,54;15,06;0,23;0,33;0,93;17,42;;90.152.786,00;17,38;2,66;-0,10;11.084.171.222,80
GOLL4;8,06;;242,55;-1,17;1,50;29,03;15,11;0,58;9,25;4,63;3,41;;1,40;-2,47;-1,89;0,25;-0,48;0,62;-23,52;-1,28;2,28;1,07;8,03;41,44;58.538.910,14;-6,88;0,03;-2,37;3.391.785.122,40
GPAR3;50,00;;91,48;5,48;5,24;-23,58;-1,12;602,31;-49.183,03;-46.913,40;2.269,63;-0,25;551,01;18,65;-7,39;30,83;5,99;5,73;-1,18;0,96;0,04;0,01;-9,31;-50,35;5.000,00;9,13;0,55;-0,96;3.983.825.100,00
GPIV33;2,86;;-0,24;0,13;0,04;100,00;124,93;113,10;-0,21;0,25;0,46;-0,28;;0,39;-0,07;1,38;-54,77;-17,67;-23,53;0,32;0,46;-0,16;;;370.309,50;22,21;-12,16;-0,01;123.683.259,70
GRAO3;0,00;;0,00;0,00;0,00;3,46;1,21;1,33;0,00;3,54;3,54;0,78;0,00;0,00;0,00;0,87;24,40;3,85;0,24;0,16;0,75;2,89;;;;1,30;0,32;0,00;0,00
GRND3;6,91;20,07;12,05;1,79;1,61;43,97;10,49;21,23;24,40;21,70;-2,74;-0,20;2,56;2,92;-4,51;7,09;14,85;13,38;6,59;0,90;0,10;0,63;2,21;-4,78;7.431.297,09;3,86;0,57;-0,91;6.242.947.200,00
GSHP3;14,51;;-1,66;-0,03;0,02;68,37;26,36;-10,72;0,67;43,17;42,50;;0,18;-0,46;-0,02;0,81;-2,01;-1,08;2,87;-0,54;1,54;0,10;-9,39;;8.187,67;-435,81;-8,74;0,02;27.986.438,19
GUAR3;5,82;;-17,96;0,58;0,21;58,32;3,34;-1,87;10,04;16,04;5,93;0,34;0,34;0,87;-0,57;1,62;-3,24;-1,17;3,29;0,36;0,64;0,63;5,59;;11.592.586,50;9,99;-0,32;0,11;2.925.312.000,00
GUAR4;151,00;;-465,97;15,12;5,47;58,32;3,34;-1,87;260,46;16,04;5,93;0,34;8,71;22,57;-14,82;1,62;-3,24;-1,17;3,29;0,36;0,64;0,63;5,59;;;9,99;-0,32;2,85;2.925.312.000,00
HAGA3;2,69;;4,42;-0,58;0,54;25,37;20,32;24,98;5,44;-0,03;-3,41;;1,10;1,28;-3,57;1,97;-13,04;12,15;-15,44;-0,93;1,93;0,49;2,91;;12.652,58;-4,67;0,61;0,04;19.952.333,84
HAGA4;1,17;;1,92;-0,25;0,23;25,37;20,32;24,98;2,36;-0,03;-3,41;;0,48;0,56;-1,55;1,97;-13,04;12,15;-15,44;-0,93;1,93;0,49;2,91;;15.534,05;-4,67;0,61;0,02;19.952.333,84
HAPV3;4,25;;-31,28;0,65;0,43;24,41;0,59;-3,80;200,76;236,50;34,32;0,11;1,19;75,26;-0,49;1,05;-2,09;-1,37;-0,36;0,66;0,34;0,36;43,91;;249.819.692,50;6,51;-0,14;-0,11;32.268.902.765,64
HBOR3;3,16;2,89;10,45;0,30;0,07;28,28;17,76;3,54;2,08;10,31;8,22;1,20;0,37;0,19;-0,18;3,03;2,90;0,70;4,20;0,24;0,60;0,20;11,84;;2.185.616,77;10,42;0,30;-0,42;425.646.408,96
HBRE3;5,65;;11,06;0,31;0,14;82,30;160,69;34,60;2,38;6,43;4,05;0,52;3,83;139,01;-0,14;1,02;2,76;1,22;5,85;0,44;0,42;0,04;21,74;-8,70;3.175.072,41;18,50;0,51;-0,16;583.017.742,65
HBSA3;3,75;;53,70;1,80;0,44;38,61;23,12;2,64;6,14;13,81;7,67;2,25;1,42;3,46;-0,57;2,44;3,35;0,83;6,62;0,25;0,75;0,31;17,46;35,34;19.341.719,00;2,09;0,07;-0,23;2.851.434.911,25
HBTS5;47,22;6,14;4,04;0,75;0,30;85,98;163,47;144,77;3,58;5,12;1,54;0,32;5,85;8,67;-0,33;1,67;18,44;7,54;14,92;0,41;0,59;0,05;49,55;;14.567,00;63,34;11,68;0,00;431.292.700,14
HETA3;96,00;;0,24;-0,14;3,85;100,00;51,79;6.253,57;28,61;200,72;189,70;;14,82;-15,71;-4,79;0,44;-58,70;1.625,38;385,00;-27,69;28,69;0,26;3,27;;;-690,16;405,13;0,00;18.857.435,15
HETA4;7,15;;0,02;-0,01;0,29;100,00;51,79;6.253,57;2,13;200,72;189,70;;1,10;-1,17;-0,36;0,44;-58,70;1.625,38;385,00;-27,69;28,69;0,26;3,27;;3.455,58;-690,16;405,13;0,00;18.857.435,15
HGTX3;37,50;;101,99;3,57;2,48;40,58;-0,59;4,10;-707,65;-713,65;-5,99;0,03;4,18;7,50;-5,59;2,47;3,51;2,43;-7,32;0,69;0,31;0,59;-7,54;-26,63;;10,49;0,37;-1,23;6.095.022.637,50
HOOT3;0,00;;0,00;0,00;0,00;69,54;112,13;92,40;0,00;0,07;-0,07;;0,00;0,00;0,00;0,12;-60,53;25,13;-62,58;-0,42;1,48;0,27;-3,08;;;-11,37;6,88;0,00;22.183.528,14
HOOT4;2,81;;0,41;-0,25;0,10;69,54;112,13;92,40;0,34;0,07;-0,07;;0,38;-0,16;-0,11;0,12;-60,53;25,13;-62,58;-0,42;1,48;0,27;-3,08;;12.440,24;-11,37;6,88;0,03;22.183.528,14
HYPE3;35,43;3,48;12,69;1,97;0,92;63,15;32,88;21,60;8,34;11,16;2,83;0,67;2,74;5,88;-1,39;1,89;15,53;7,29;12,12;0,47;0,53;0,34;16,61;12,88;83.367.363,36;17,98;2,79;1,39;22.429.431.342,43
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IFCM3;1,68;;-4,18;0,78;0,33;43,40;-3,27;-24,04;-30,70;-46,63;-15,93;0,41;1,00;-41,15;-0,46;0,97;-18,75;-7,99;-1,72;0,43;0,57;0,33;;;17.842.174,73;2,14;-0,40;-0,24;1.070.723.661,84
